,adverb,cluster,sentence,entropy
1406,royally,1,"Whoever dies, one will end up in the royal cemetery and the other will be royally escorted to jail.",3.2727179527282715
1407,royally,4,"More ""royally"" than that, is not possible.",6.117650627857074e-06
1408,rudely,0,"Rudely jarring my men from eternal rest, and laying them in the bed I prepared I hoped my wife and daughters might be tucked in by gentler hands when their turn came.",1.7208196368301287e-05
1409,rudely,1,What led her to be so rudely handled?,1.1611113548278809
1410,rudely,3,"Well, before you so rudely ended your own life, you poisoned a detective.",3.061277389526367
1411,ruggedly,0,"No, no, I mean the older, shorter, less-ruggedly-handsome Dr. Harmon.",1.9359756464609745e-08
1412,ruthlessly,0,You have ruthlessly appropriated his body. But the life entity within you is not that of Captain Kirk.,0.0008753843721933663
1413,ruthlessly,1,Cutting the gristle off his steak as ruthlessly as he cut off Troy and Pierce's dignity.,0.00029081187676638365
1414,ruthlessly,2,"Unless all of these illegal and extralegal forces are ruthlessly wiped out this nation may as well abandon its constitution forget its Bill of Rights, tear down its courts of justice and revert to the barbarism of government by primitive violence.",0.0001195955483126454
1415,ruthlessly,3,"And when their Uncle Dennis comes up from the tropics, he can tell them about the time their dad shot a tiger as he charged ruthlessly through the...",0.002224273979663849
1416,sadly,0,"No, marshall, they say, (sadly): ""oh, look at them,",7.597220701427432e-07
1417,sadly,1,"Sadly for Juanita, this was one dream that would never come true.",3.5226428440893187e-09
1418,safely,0,"Kids, it's been almost 20 years since that cold April night in 2013, and I can safely tell you, if I could go back in time and relive that night, there's no way in hell I'd go to Robots vs. Wrestlers.",0.5616544485092163
1419,safely,1,[Police excesses oppressive said Canadian Civil The right to protest safely is dead.,0.9035337567329407
1420,safely,4,I will not drive unsafely! - Try-try it!,2.495069928443172e-08
1421,sanely,0,-l was never mad at you. I was-- -lnsanely jealous.,4.486231830469478e-08
1422,sarcastically,0,"[Clover grunting] [sarcastically] Oh, oh.",1.8739644502829833e-08
1423,satisfactorily,0,"Reconciliation of the married individual`s desire for a variety of sexual partners and the maintenance of a stable marriage presents a problem, which has not been satisfactorily resolved in our culture.",6.36201657471247e-05
1424,savagely,0,Savagely they cry to heaven for the broken marriage vow.,4.473481749300845e-05
1425,savagely,2,Savagely beaten and strangled by an intruder in her Bronx home 2 years ago.,1.8982252640853403e-06
1426,scandalously,0,Scandalously revealing thong. - [Homer] Going somewhere?,0.00011190548684680834
1427,scantily,0,Scantily-clad vampire space princess is right.,1.0878832199523458e-06
1428,scarcely,0,"CONSIDERING MODERN CIVILIZATION DATES BACK A MERE 10,000 YEARS, ONE CAN SCARCELY IMAGINE THE CHANGES THAT COULD OCCUR IN 200,000 TIMES THAT LONG.",1.2981704600179e-08
1429,scarcely,1,"Scarcely were you both gone and on your way, a messenger from Lord Capulet arrived.",4.879698099102825e-05
1430,scarily,0,"Most kids just wanna get an A and go home and watch Laguna Beach a show, by the way, which is scarily instructive about gender roles.",0.574150562286377
1431,scholastically,0,"- I did well scholastically, but my lack of human understanding created social obstacles.",0.49912315607070923
1432,scientifically,0,"Scientifically speaking, ancestry is more about geography.",5.493741461748414e-09
1433,scientifically,2,All of the crazed Obama worship being pushed by the corporate media is scientifically designed to capture the public in a net of peer-pressure mass euphoria.,1.1436055898666382
1434,screamingly,0,Now the man retires... it's screamingly clear.,0.01190096978098154
1435,scrupulously,0,We must scrupulously purify the state institutions.,0.0005017660441808403
1436,seasonally,0,First winter snow Trumpet flowers bloom unseasonally,4.737604831461795e-05
1437,secondly,0,"Secondly, you do not say ""Grams"". You should say ""Grandma"".",1.723554854393683e-09
1438,secretively,0,Little Roc mastered it secretively,0.06828486174345016
1439,secretly,0,"""Secretly, the eyes made a pact with the heart of love.""",2.962355338809175e-08
1440,secretly,1,"- I got my doctor to secretly inseminate me using the-- the remainder of Bill's sperm, and... like a gift from heaven, it worked.",1.0880515575408936
1441,secretly,2,"Meanwhile, Kuvira has been secretly harvesting spirit vines from the swamp.",2.3064985275268555
1442,secretly,4,"If you want to speak half-secretly, try Greek, Monsieur Chapuys.",9.301649228632414e-09
1443,securely,1,I'm trying to establish a protected e-mail account so we can communicate securely overseas.,1.69212007522583
1444,securely,2,"In order to lock himself from all temptation of joining with us... ... hehidhimselfsecurely, in a house of women.",1.1095249874415458e-07
1445,securely,5,Securely close it behind you when you leave OK?,7.957241621170397e-08
1446,securely,6,"""If London rests a bit more securely tonight...",2.0291919708251953
1447,seductively,0,(cheery) Good morning. (seductively) Good morning.,5.969311445142012e-08
1448,seemingly,0,"The killer said that the women were chosen because they were ""seemingly innocent,"" virginal.",4.366314421133666e-09
1449,selectively,0,Selectively increases blood flow to the alveoli allowing for more oxygenation.,3.929766876353824e-07
1450,selfishly,0,"Selfishly, I tried to keep you here, while the cancer ate away your organs, like an unstoppable rebel force, but I couldn't save you, and I shall see your face... nevermore, nevermore,",2.496782336436354e-09
1451,selfishly,1,"And he proved that by dying selfishly, numbed by narcotics, without a thought of anyone.",1.073188066482544
1452,selflessly,0,"Selflessly giving of yourself to save others, girls love that.",5.811743903905153e-07
1453,sensationally,0,There was this sensationally talented young man.,1.3274580240249634
1454,senselessly,0,"Every day, Larry and Curly are gonna come in here, and they're gonna beat you senselessly until you leave.",1.4618282318115234
1455,senselessly,2,"Therefore, instead of senselessly repeating it, I will offer up a moment of silence during which I'd like every one of you to say the resolution aloud.",0.8400259613990784
1456,sensibly,0,You think I wanna go back to eating sensibly?,0.5261222124099731
1457,sensibly,1,"Sensibly, it's not a question of truth versus fiction, but of truths which are incomprehensible, because we have no physics, no real language for explaining Patient X's story, much less the existence of extraterrestrials.",7.799521029028256e-08
1458,sensibly,2,"Tom, look I don't mean to pull rank but with people like us, we need to marry sensibly.",1.13086998462677
1459,sensibly,4,"Okay, I am not racing my mom's sensibly priced utility wagon across the Australian outback.",0.7614507079124451
1460,sensibly,5,I can tell you're the type who always dresses so sensibly.,2.4867000579833984
1461,sensibly,6,WE CAN TALK THINGS OVER SENSIBLY IN THE MORNING.,1.6024969795580546e-07
1462,sensitively,0,"God, it's incredible how sensitively he portrays a woman's life And the Schaub?",1.6941900253295898
1463,sensually,0,"In fact, the day he came into your cell, you two kissed... consensually.",4.0811709567378784e-08
1464,sensuously,0,"""He wrapped her up, in his stick-like arms, all six of them... tapping her sensuously on the head... with his wiggly wobbly aerials.""",1.3749868869781494
1465,separately,0,"Separately, we are flawed and vulnerable, but together, we are the masters of our sexual destiny.",4.187119095888647e-09
1466,separately,2,We think authors should be managed separately from publishers.,0.54248046875
1467,separately,3,"Gernot and I always went to the parties together, then spent the time separately and in the end went home together.",0.3133982717990875
1468,separately,4,"Instead of taking you, the cops and the Batman down separately I'm going to blast you all at once.",1.662467360496521
1469,separately,7,They come loaded with coupons and buy each item separately.,0.48407068848609924
1470,separately,8,"Separately, on an unrelated note, If you happen to find a small brass key...",3.91272791944175e-08
1471,separately,9,"If you've saved the data separately from the main computer, it should be fine.",2.4491124153137207
1472,separately,10,All three eyewitnesses identify him separately from photos and lineup.,2.276386260986328
1473,sequentially,0,"Looking through your data, I saw that you were able to create a single strand of recombinant DNA based on your vampiric genetic pattern, then using a restriction endonuclease, you were able to cleave the DNA strands onto chromosomes number four, seven, and eight sequentially,",5.184036755423449e-09
1474,serenely,0,"When there is not enough savings aside, I think that a death insurance would allow you to plan the future more serenely.",0.8601433634757996
1475,serially,0,Reggie Rhodes was serially abused by a number of adult men.,0.2675778865814209
1476,severely,0,"AND FOR THAT, HE WILL BE SEVERELY PUNISHED.",8.208357030525804e-06
1477,severely,1,- Severely lacking in class.,0.0014142314903438091
1478,severely,2,"Severely outnumbered, she called for Bulldust to come and help.",1.383402013743762e-05
1479,severely,3,"Three years ago, zaheer poisoned korra, Severely injuring her.",3.9993857114950515e-09
1480,sexually,0,"And yes, it's true that time I drove your mother to the airport, well, let's just say there was a very confusing, sexually charged moment in short-term parking, but I said I would never go near your sister,",0.39873000979423523
1481,sexually,1,"Sexually speaking, do you think you are more hot-blooded, ardent, stronger than Southerners or not?",2.4476879190160616e-08
1482,shabbily,0,"On one or two occasions when I was in some lecture or some social event, Susan treated me quite shabbily.",1.126508116722107
1483,shabbily,1,He wa's a labourer. Shabbily dre's'sed. Well known to the pro'stitute's who tru'sted him.,8.456513023702428e-05
1484,shakily,0,"( Shakily ) Hey, do you wanna buy a pie from me?",6.35383967662051e-09
1485,shakily,1,[ Shakily ] Clerics accept...,3.675956395454705e-05
1486,shamelessly,0,"Shamelessly you bartered Freia, my lovely sister",1.9543591633919277e-08
1487,sharply,0,Master Shen. Many analysts found out that. Ruan's later progressive roles contrasted sharply with her real life.,1.6623114347457886
1488,sharply,1,(EXHALES SHARPLY) TED JR.: (WHISPERING) Hey.,4.5754052990787386e-08
1489,sharply,2,I have spoken to Mr. Hoffman very sharply.,2.838740348815918
1490,sharply,3,"From this day forward, whenever we go out, we will have our coats buttoned up and we will wear these Purana ties knotted sharply.",3.337948799133301
1491,sharply,4,Whether we can contrast them more sharply.,2.6124792098999023
1492,sharply,5,What? Sung Min Ah keeps her appointments as sharply as a knife?,2.6508119106292725
1493,sharply,6,- The Fallen Sharply HAS level.,0.0001246896426891908
1494,sharply,14,"WE'RE ROLLING OUT SOME INNOVATIVE PRODUCTS NEXT QUARTER. WELL, YOUR STOCK WENT UP SHARPLY",7.887007491547138e-09
1495,sheepishly,0,"Sheepishly, they admitted that it was too late. That the money was already spent.",3.6966041534469696e-06
1496,shockingly,1,"Shockingly, these gift baskets haven't solved anything.",4.208096093805125e-09
1497,shoddily,0,What we have here is a shoddily executed lie.,2.3636860847473145
1498,shortly,0,"[reporter] Shortly after the businesswoman was released, this man was arrested, former army officer Ronaldo Monteiro.",7.867418716500651e-09
1499,shrewdly,0,JACK PLAYED THE MARKETS SHREWDLY AND NOW RUNS HIS INVESTMENTS OUT OF A TOWNHOUSE OFF REGENT'S PARK.,3.3099752272391925e-08
1500,shrewdly,1,"The air bites shrewdly, it is very cold.",0.004525747615844011
1501,shrilly,0,"[shrilly] Aah! Oh, I just spilled soup on the cam!",1.2491500456235372e-07
1502,shyly,0,"Shyly, the peasant shows her her favorite dance.",1.6907992517189996e-07
1503,sickeningly,0,- Hundreds late. Sickeningly late.,6.185096026456449e-06
1504,significantly,0,Significantly altered you to - the - core.,0.00013326523185241967
1505,significantly,1,"What do you mean by ""significantly?""",7.188931340351701e-05
1506,significantly,2,"- Significantly, sensing the end game.",2.03057801684281e-08
1507,silently,0,Silently the sword remains there.,0.0003849840140901506
1508,silently,1,"COMMANDED BY HENRY PROCTOR SILENTLY MADE ITS WAY THROUGH THE SNOWY FOREST. SHADRACH BYFIELD, THE PRIVATE FROM WILTSHIRE,",1.638710145357436e-08
1509,silently,2,"Silently, let us pray, that God will bless your home and help you to achieve your highest hopes.",1.6068248953615694e-09
1510,silently,4,We are trained to be spies and to follow people silently.,1.0078747272491455
1511,similarly,0,"With a reasonable degree of medical certainty and according to a standard of care exercised by similarly qualified practitioners in a same or similar circumstance in a community of the same or similar size,",1.7110092639923096
1512,similarly,1,"..similarly, I am his gang's doctor.",5.836053307284317e-10
1513,simply,1,"Simply by yelling at the girls and threatening 'em with violence, he has made our home a happy place.",1.0013000206754441e-07
1514,simply,2,Simply guard the house for me.,5.6009071158769075e-06
1515,simply,3,"Simply put, be nice to the Arab world.",8.86748718897934e-09
1516,simultaneously,0,"Simultaneously, the liver in turn excretes poisons into the colon for expulsion.",1.3355383465807336e-08
1517,sincerely,0,"""Sincerely, Donald F. Draper, ""Creative Director, Sterling Cooper Draper Pryce.""",7.552380942854597e-10
1518,single-handedly,2,"Single-handedly, ahead of schedule, and I need a drink.",3.085795619028886e-09
1519,single-mindedly,0,Dan made him seem like a superhero single-mindedly fighting evil.,0.16973957419395447
1520,singly,0,"And a little drunk, you sway so mesmerisingly",4.8711441991144966e-08
1521,singly,2,The water is tantalisingly close.,1.0288505109201651e-05
1522,singularly,0,"Singularly unique, sculptured in design, hand-crafted in Switzerland and water-resistant to three atmospheres.",1.8271931523372587e-08
1523,sleepily,0,Ethan: [ Sleepily ] I can't feel my legs.,4.434872948877455e-07
1524,slickly,0,"Slickly done, I must say.",0.003038463182747364
1525,slightingly,0,"Oh, do not speak slightingly of the three-volume novel.",2.8561244010925293
1526,sloppily,0,"No, I would have remembered getting a sloppily written thank-you note.",0.07218197733163834
1527,slowly,0,"- Slower, pole-pole (Swahili: ""slowly"").",1.2269010252197177e-09
1528,slyly,0,[chuckling slyly] I'm sorry. I'm afraid I don't follow.,0.015246815979480743
1529,smartly,0,"Remember, men, a smartly folded napkin will add a touch of class to your table setting will add a touch of class to your table setting and be certain to charm your lady friend. and be certain to charm your lady friend. And who knows?",2.0957441329956055
1530,smartly,2,"They're all marked up to the 12th, and then... Smartly onto the 19th.",0.00048544592573307455
1531,smilingly,0,In my breast I hide the fury that could lay waste the world which once smilingly gave me pleasure.,0.44817283749580383
1532,smoothly,0,- [ Running Smoothly ] - It doesn't sound very tractor-y.,3.2335691457774374e-07
1533,smoothly,1,"That same wave has rolled through time crossing many oceans, bearing the giants of surfing from King Kamehameha to Duke Kahanamoku from George Downing to Greg Noll from Jeff Clark to Laird Hamilton sweeping them all toward that most supreme pleasure driven on so fast and smoothly by the sea.",0.00011226851347601041
1534,smoothly,3,"He spoke smoothly, and I didn't speak at all.",4.130638122558594
1535,smugly,0,She is acting so smugly!,1.7534157037734985
1536,sneakily,0,Worse is when I'm asleep and I wake up to find your finger inside me. Sneakily trying to get me excited... so that you can stick your thing in and move it round a bit.,2.001350003411062e-05
1537,snidely,0,"- What the shit, Snidely Whiplash? - Now both of our cars are messed up!",2.4745688733673887e-06
1538,snugly,0,- Snugly around this doorknob.,0.0025088624097406864
1539,soberly,0,"Now, you had best listen to me very soberly.",0.1295897364616394
1540,socially,0,"Socially marginalized, IQ off the charts.",6.164586618950807e-10
1541,softly,0,Flowers in the meadow Softly sway,0.00016232827329076827
1542,softly,1,"Softly caressing waves, good title ..",4.615644755290305e-09
1543,softly,2,"All right, at least those... [softly] whores...",2.1351296286553634e-09
1544,softly,4,"It's called ""Snow in Madrid."" ""Softly, so casual.",2.5324101216028794e-07
1545,solely,0,WORLDWIDE. THAT WAS SOLELY FOR MY OWN PERSONAL LAUNDRY.,9.735915682540508e-07
1546,solemnly,0,You mean to sit there solemnly and tell me that none of you heard anything at all?,0.8138993978500366
1547,solemnly,1,"Solemnly swear that the testimony you are about to give shall be the truth, the whole truth nothing but the truth, so help you God?",1.388225996379333e-07
1548,sorely,0,SORELY LACKING IN FICTION SINCE THE 19th CENTURY FRENCH NOVEL.,5.420671186584514e-06
1549,sorely,1,Why don't we swing by McSorely's on the way home?,1.7551020619066549e-06
1550,sorely,2,I had no idea they would be so sorely tested.,1.0063350200653076
1551,sorely,5,"""Sorely tormenting some, and slaying some till none but he is left and has free range",2.0505952491589596e-09
1552,soundlessly,0,"Calling soundlessly to people who could not help her,.. she was sacrificed on 9/11",2.3332574367523193
1553,soundly,0,Let them be hunted soundly,3.324284076690674
1554,soundly,1,Getting them to reassign me to a case that I've been so resoundly... removed from.,8.792958396952599e-05
1555,soundly,2,"He spent two hours in the police cells and his father whipped him soundly, but he never told anyone that I was still up that tree.",2.500833511352539
1556,soundly,4,"Soundly, knowing you'll do the right thing.",0.00020942147239111364
1557,soundly,6,"Why not ""Western Dog Soundly Defeated""?",2.2376379860133966e-08
1558,soundly,8,"- WILLIAM ATHERTON: ""I SLEPT SOUNDLY UNTIL AWAKENED BY",4.874751994066173e-06
1559,sourly,0,"Yeah, feels pretty, uh, [Sourly] bad.",1.3606936590804253e-06
1560,southerly,0,Antarctic petrels now join the most southerly bird colony on Earth.,0.6671382188796997
1561,sparingly,0,"While we were on Gemaris, he ate sparingly and slept even less.",0.32191845774650574
1562,sparingly,1,"I HAVE THIS TALENT, BUT I USE IT SPARINGLY.",6.764602211717374e-09
1563,sparsely,0,It's remote and sparsely populated.,0.24819818139076233
1564,sparsely,2,- So how's the new place? - Sparsely furnished.,8.919653282646323e-07
1565,spatially,0,"When you go into vertigo, your directional perception changes, you're spatially disoriented.",0.0014239437878131866
1566,specially,0,"Oh, magnetic boots... Specially made.",4.074356851901939e-09
1567,specially,1,"María Antonia told me it had been a terrible week, the comrades thought they 'd return to prison, but they were harassed, forced to undress, specially Pujadas, Astudillo and Capello, they forced them to sweep, and insulted them,",2.0461878776550293
1568,specially,4,"Prettier land there never was, 'specially on Milk River.",6.451444711785825e-09
1569,specifically,0,"There's an undocumented print on the ceiling of the elevator. - Specifically, a bloody print.",1.2899228352125647e-08
1570,specifically,1,I've instructed the LuthorCorp foundation to make a donation to your school the fund specifically earmarked toward rebuilding and updating the journalism department.,0.6888229846954346
1571,spectacularly,0,"I was wrong. Spectacularly so. Worse still, I was disrespectful to you, to Inspector Thursday and to Sergeant Jakes.",1.119509818181541e-07
1572,spectacularly,4,"- And he's spectacularly creepy as well, so that's a bonus.",0.02193744108080864
1573,speedily,0,"After that we had to get out mega-speedily, so we climbed over some spiky fence, and found ourselves in this field.",5.2512454828956834e-08
1574,spontaneously,0,"SOME NERVE DAMAGE CAN REPAIR ITSELF SPONTANEOUSLY,",2.3037374230483465e-09
1575,spontaneously,2,"At the time, I spontaneously thought I would get married with the man that was To be introduced to me that same day.",2.292905330657959
1576,spookily,0,His voice was spookily similar to the man's.,0.2722212076187134
1577,sportingly,0,Sportingly accept victory and defeat.,2.5138104319921695e-05
1578,spotlessly,0,"During that period, the barracks will be kept spotlessly clean.",0.3762051463127136
1579,squarely,0,? THE SUCCESS OF THIS ENTIRE OPERATION RESTS SQUARELY UPON YOUR BIRDLIKE SHOULDERS.,1.6772006006249285e-07
1580,squarely,1,"""squarely across the path of Hitler's campaign.",8.135492680594325e-05
1581,squarely,2,"Squarely in the captain's pocket, yet you still got the crew believing you're their advocate.",5.397962468123296e-07
1582,squarely,3,"It covers the garden level door, and the kidnapper never came squarely into view.",0.0014393603196367621
1583,squarely,4,"Whichever way it is, the important thing is to face the situation squarely and recognize that this man you think you're in love with is no more to you than a mother substitute.",0.00014083192218095064
1584,squarely,10,Indeed. But that rubber butt doesn't have much time for turning around these days. It's pointed squarely in the face of the administration.,0.00069494015770033
1585,staggeringly,0,"Staggeringly, 50 percent of the Congo basin forest has been allocated for logging.",1.1096547041233862e-06
1586,startlingly,0,"Wow, you guys look startlingly similar.",0.10820168256759644
1587,statistically,0,"Statistically, if you're going to be murdered, your killer will be someone you know...",4.958533583732105e-10
1588,staunchly,0,Staunchly loyal to his men and his country.,2.266748560941778e-05
1589,steadfastly,0,"Something you, Madam President, have proven steadfastly resistant to over the course of your term in office.",0.00040281316614709795
1590,steadily,0,"AT BLADENSBURG, NEAR THE CAPITAL. THE AMERICANS HAD THE ADVANTAGE OF NUMBERS, BUT THE WELL-TRAINED BRITISH REGULARS ADVANCED STEADILY",2.100236962121471e-08
1591,steadily,1,"He felt the strength of the fish through the line, moving steadily toward whatever he had chosen, and he thought:",0.0027146278880536556
1592,steadily,2,You've been drinking steadily and every day.,0.004614975769072771
1593,steadily,4,"""HIS HEART BEAT STEADILY WITHIN THE CAVERNS OF HIS BOSOM,",1.2076796451765404e-07
1594,stealthily,0,"Stealthily, we shall sneak up on...",1.980597517103888e-05
1595,stealthily,1,"""I stealthily looked into my sweetheart's eyes""",0.0010492638684809208
1596,steeply,1,"There, you will see a steeply mounting track.",0.022624101489782333
1597,sternly,0,"[sternly] Sir, I am asking you to calm down.",1.2886225420061237e-07
1598,stiffly,0,He had held himselfstiffly so as not to shrink from the noise.,0.0003749858005903661
1599,stiffly,1,"(Stiffly) Well, I enjoyed our dinner.",7.28679424355505e-07
1600,stoically,0,He just wants to die stoically in the ruins of his château!,1.6273432970046997
1601,straightforwardly,0,When Tadashi saw Yoshie and her sister talking... he felt Yoshie spoke far too straightforwardly.,0.0001751453964971006
1602,strangely,0,- And is your heart beating strangely? - Yes.,3.2445411682128906
1603,strangely,1,SHE SAID YOU HAD BEEN ACTING STRANGELY.,5.215394594415557e-06
1604,strangely,2,"Strangely, my anger made me hungry. So I ate.",1.1050823367497742e-08
1605,strangely,4,The boy who dressed so strangely,2.919954299926758
1606,strategically,0,"Okay, maybe you could... Strategically place the flowers around the house, and Hank wouldn't notice them.",1.0092107594061872e-08
1607,strenuously,0,"Strenuously, and when I supported their objection, the judge was... not happy.",1.4011765969712542e-08
1608,strenuously,1,"Rackham, every time I visit her, she has to fight that much more strenuously to compose herself.",0.0021547090727835894
1609,strictly,0,"Okay, so Joey and Pacey are auditioning for Capeside Dinner Theatre's version of Strictly Ballroom.",1.3081025151961967e-09
1610,strictly,1,"Starting from now, even if it's a whisper, I will also follow the law strictly and take action on you.",1.0399267673492432
1611,strikingly,0,"HE WAS 42, STRIKINGLY HANDSOME, A WINE LOVER AND GOURMET,",3.843286577875915e-09
1612,strongly,0,Joseph puts it a little strongly.,0.2647954523563385
1613,strongly,1,I also strongly recommend alerting the public to the Cylon threat.,0.035859301686286926
1614,strongly,2,"By 1950, the tradition was so strongly established that it became official truth.",0.7243036031723022
1615,strongly,3,"...the castle commander, Kasahara Kiyoshige, resists strongly.",2.514842987060547
1616,strongly,5,Waves are more strongly felt when the boat turns sideways to the current.,2.2240357398986816
1617,structurally,0,"Structurally, bixel street runs contrary To the cinepal algorithms at almost every story point.",4.964331310475245e-07
1618,structurally,1,"Structurally, this is as sound as any building you'll find in Detroit.",1.5286800714164883e-09
1619,stubbornly,0,"'Raymond, known as 'the Baker"", 'stubbornly denies the murder despite the overwhelming evidence.",4.830045696735397e-09
1620,stunningly,0,SO NO ONE CALLED OFF THE ATTACK. THE BATTLE WAS BRIEF AND STUNNINGLY ONE-SIDED.,2.7906642685593397e-07
1621,stylishly,0,"Quiet and reserved, always stylishly dressed.",0.7376521229743958
1622,stylistically,0,"When you're photographing the party, Stylistically, I'm thinking reportage.",2.5313948714966727e-09
1623,subcutaneously,0,I remember. He taught Howard how to treat snake bites. How to inject the serum subcutaneously and all that.,0.21009989082813263
1624,subjectively,0,"Subjectively, I think there's a huge difference.",0.0007288892520591617
1625,sublimely,0,It's a sublimely happy marriage.,0.6344598531723022
1626,submissively,0,"To divert the males' attention from her cub, she rolls over submissively.",0.29979366064071655
1627,subsequently,0,"He was identified as an escaped mental patient. Subsequently, he confessed to the murder you're being held for.",5.621833665259146e-09
1628,substantially,0,"""substantially similar in quality and genre.""",1.030351697295373e-07
1629,substantially,2,"The Crown understands the wider context surrounding this tragic death, and we are prepared to accept the psychiatric report's finding that defendant's state of mind was substantially impaired.",0.7252794504165649
1630,subtly,2,"THAT'S WHY YOU LEAVE WINDOWS OPEN. BUT, AS A POINT OF DECENCY, COULDN'T YOU DO IT MORE SUBTLY?",1.4401268799701938e-07
1631,successively,0,Successively drawn without replacement and two balls of the urn.,0.001136662671342492
1632,succinctly,0,"You know, I think the salient point was succinctly covered in Mr. Loggins' refrain:",9.555552969686687e-05
1633,suddenly,0,"Suddenly, Haile Selassie is an intelligent, rational leader.",3.5406162446349754e-09
1634,sufficiently,0,Sufficiently asinine as to constitute a valid argument for eugenics.,0.00012978969607502222
1635,sufficiently,1,We decided ammonia alone would not work sufficiently to save the people.,0.016079600900411606
1636,sufficiently,2,I'm sure by now you've kissed his ass sufficiently.,0.03578808158636093
1637,sufficiently,3,"Lil, I'm sure your sturdy young wrist has recovered sufficiently to pour Dad another cup of tea.",0.004382727202028036
1638,sufficiently,4,... whichdoesnotsufficiently cover the cerebellum.,1.218604484165553e-05
1639,sufficiently,10,"Once you can sufficiently prove that your daughter is not in any imminent danger, she'll be returned to you.",0.018749892711639404
1640,suggestively,0,"Oh, you know... Like, side boob, and licking lollipops suggestively.",1.5469111204147339
1641,sulkily,0,"""The moon was shining sulkily...",2.5191409587860107
1642,summarily,0,He identified them as three top-ranking intelligence officers and had them summarily executed.,0.43795454502105713
1643,summarily,1,"Your Honor, this tape is the very propaganda that Michael Scofield and Lincoln Burrows released to the media that was summarily debunked.",0.10586608946323395
1644,superbly,0,"The men are superbly trained, but what do we know about their morale under actual fire?",1.3491783142089844
1645,superbly,1,"- (Chuckles) Superbly delicious, sir.",1.980347178687225e-06
1646,superficially,0,"""Superficially, we were selfish and egocentric.",5.8352945586648275e-08
1647,superficially,2,I just cleaned it superficially.,0.8753527998924255
1648,supposedly,0,"Supposedly, it was a super fun party.",6.725329737555796e-10
1649,supremely,0,"Most Beauteous and Supremely Magnificent One, this dark spell I hold in my worthless and scabby hand is our gift to you, Most Tingly and Wonderful Glorificus.",6.399404894885663e-10
1650,surely,0,"Surely you have experienced physical love. Have you not, Mr. Haeckel?",1.246933667431449e-09
1651,surgically,0,"Surgically implanting a device at this point, it's too invasive. She might not survive the procedure.",9.523388655452436e-08
1652,surgically,1,"But if we can surgically inject a forgery into the market, then it could collapse his entire organization.",0.041667357087135315
1653,surreptitiously,0,"""Surreptitiously enter and leave. "" A ""sneak and peek"" warrant.",1.139415388706766e-07
1654,suspiciously,0,I CLEARED CHLOE'S NAME FROM THAT SUSPICIOUSLY HIGH-RANKING GOVERNMENT ARREST WARRANT.,5.214646492390784e-08
1655,suspiciously,2,I've been eyeing her suspiciously all day but I haven't picked up on any ulterior motives.,0.004484422039240599
1656,sweetly,0,Sweetly buried in your yellow hair!,5.5280713695538e-07
1657,sweetly,1,"SWEETLY WOMAN, BIG, HONEST MAN.",6.437363420097597e-10
1658,sweetly,4,"Sweetly, oh, Cindy you'll fuck with Alex.",1.277668904009488e-08
1659,swiftly,0,"""May he give reign to his kingship in your lifetime, ""and the lifetimes of the family of his root, ""swiftly and soon.""",5.3082658268976957e-08
1660,swimmingly,0,"I mean, that is a word- ""swimmingly""?",2.611894842630136e-07
1661,swimmingly,1,How did things go with the test subject That john brought back from england? Swimmingly.,2.5640424610173795e-06
1662,symbiotically,0,They look like they're embedded symbiotically in Denise Hall's flesh.,0.0011772068683058023
1663,symbolically,0,"Symbolically, he was shoved into a small Volkswagen and driven from his palace.",2.1958594942361742e-08
1664,synthetically,0,Biosynthetically it's two steps from tryptophan. Right.,2.5161418761854293e-06
1665,systematically,0,"This marks the first time in the history of the US where government officials, have been, by all appearances, Systematically murdered.",6.614117253889162e-09
1666,tacitly,0,"""On the beach, I sought refuge in an ostracism ""tacitly imposed on me.""",4.720155288850947e-07
1667,tactically,2,"Tactically, it's being seen as a very shrewd move.",8.456069622297946e-08
1668,tamely,1,"I've thought of the humiliation if we just tamely submit, knuckle under and crawl.",0.3168925642967224
1669,tangentially,0,"Does this in any way, even tangentially, involve sexbots?",0.15132492780685425
1670,tangibly,0,The metric by which consultants tangibly prove their worth to the company.,0.5259796380996704
1671,tantalizingly,0,She's gonna miss the most tantalizingly delicious Khorem baklava.,0.001175781013444066
1672,technically,0,"Technically, this isn't a murder investigation without a body.",5.219842891257542e-10
1673,technically,1,"There's a world of difference between ""technically"" and sicking the hounds on him!",1.2124339718866395e-06
1674,tediously,0,"Proud of their numbers and secure in soul, the confident and over-lusty French... do the low-rated English play at dice... and chide the cripple, tardy-gaited night... who, like a foul and ugly witch, doth limp so tediously away.",3.7483435022522826e-08
1675,tediously,1,And then his consummate laziness and lack of imagination became tediously self-evident.,0.2751479744911194
1676,temperately,0,"My pulse, as yours, doth temperately keep time and makes as healthful music.",1.2619810104370117
1677,temporarily,0,"I lose my first look and my funding, Temporarily, mind you... in a misunderstanding, and you do this to me?",1.1599255778094175e-08
1678,tenaciously,1,Tenaciously exercising People's justice farewell comrade...,7.378690042969538e-06
1679,tenderly,0,"Put on that old record of yours, ""Tenderly.""",1.2159336620243266e-05
1680,tenderly,1,"Tenderly, the hero coddled his son... and lifting him towards the heavens, exclaimed:",1.379428482550793e-07
1681,tensely,0,all action ceases. We wait tensely...,0.46740806102752686
